"microorganism"	"antibiotic"
"Campylobacter upsaliensis"	"Cycloserine"
"Campylobacter upsaliensis"	"Dalbavancin"
"Campylobacter upsaliensis"	"Lincomycin"
"Campylobacter upsaliensis"	"Linezolid"
"Campylobacter upsaliensis"	"Norvancomycin"
"Campylobacter upsaliensis"	"Oritavancin"
"Campylobacter upsaliensis"	"Pirlimycin"
"Campylobacter upsaliensis"	"Ramoplanin"
"Campylobacter upsaliensis"	"Tedizolid"
"Campylobacter upsaliensis"	"Teicoplanin"
"Campylobacter upsaliensis"	"Teicoplanin-macromethod"
"Campylobacter upsaliensis"	"Telavancin"
"Campylobacter upsaliensis"	"Thiacetazone"
"Campylobacter upsaliensis"	"Vancomycin"
"Campylobacter ureolyticus"	"Avoparcin"
"Campylobacter ureolyticus"	"Clindamycin"
"Campylobacter ureolyticus"	"Cycloserine"
"Campylobacter ureolyticus"	"Dalbavancin"
"Campylobacter ureolyticus"	"Lincomycin"
"Campylobacter ureolyticus"	"Linezolid"
"Campylobacter ureolyticus"	"Norvancomycin"
"Campylobacter ureolyticus"	"Oritavancin"
"Campylobacter ureolyticus"	"Pirlimycin"
"Campylobacter ureolyticus"	"Ramoplanin"
"Campylobacter ureolyticus"	"Tedizolid"
"Campylobacter ureolyticus"	"Teicoplanin"
"Campylobacter ureolyticus"	"Teicoplanin-macromethod"
"Campylobacter ureolyticus"	"Telavancin"
"Campylobacter ureolyticus"	"Thiacetazone"
"Campylobacter ureolyticus"	"Vancomycin"
"Campylobacter volucris"	"Avoparcin"
"Campylobacter volucris"	"Clindamycin"
"Campylobacter volucris"	"Cycloserine"
"Campylobacter volucris"	"Dalbavancin"
"Campylobacter volucris"	"Lincomycin"
"Campylobacter volucris"	"Linezolid"
"Campylobacter volucris"	"Norvancomycin"
"Campylobacter volucris"	"Oritavancin"
"Campylobacter volucris"	"Pirlimycin"
"Campylobacter volucris"	"Ramoplanin"
"Campylobacter volucris"	"Tedizolid"
"Campylobacter volucris"	"Teicoplanin"
"Campylobacter volucris"	"Teicoplanin-macromethod"
"Campylobacter volucris"	"Telavancin"
"Campylobacter volucris"	"Thiacetazone"
"Campylobacter volucris"	"Vancomycin"
"Canibacter"	"Aztreonam"
"Canibacter"	"Colistin"
"Canibacter"	"Nalidixic acid"
"Canibacter"	"Polymyxin B"
"Canibacter"	"Temocillin"
"Canibacter oris"	"Aztreonam"
"Canibacter oris"	"Colistin"
"Canibacter oris"	"Nalidixic acid"
"Canibacter oris"	"Polymyxin B"
"Canibacter oris"	"Temocillin"
"Caproiciproducens"	"Aztreonam"
"Caproiciproducens"	"Colistin"
"Caproiciproducens"	"Nalidixic acid"
"Caproiciproducens"	"Polymyxin B"
"Caproiciproducens"	"Temocillin"
"Caproiciproducens galactitolivorans"	"Aztreonam"
"Caproiciproducens galactitolivorans"	"Colistin"
"Caproiciproducens galactitolivorans"	"Nalidixic acid"
"Caproiciproducens galactitolivorans"	"Polymyxin B"
"Caproiciproducens galactitolivorans"	"Temocillin"
"Carboxydocella"	"Aztreonam"
"Carboxydocella"	"Colistin"
"Carboxydocella"	"Nalidixic acid"
"Carboxydocella"	"Polymyxin B"
"Carboxydocella"	"Temocillin"
"Carboxydocella manganica"	"Aztreonam"
"Carboxydocella manganica"	"Colistin"
"Carboxydocella manganica"	"Nalidixic acid"
"Carboxydocella manganica"	"Polymyxin B"
"Carboxydocella manganica"	"Temocillin"
"Carboxydocella sporoproducens"	"Aztreonam"
"Carboxydocella sporoproducens"	"Colistin"
"Carboxydocella sporoproducens"	"Nalidixic acid"
"Carboxydocella sporoproducens"	"Polymyxin B"
"Carboxydocella sporoproducens"	"Temocillin"
"Carboxydocella thermautotrophica"	"Aztreonam"
"Carboxydocella thermautotrophica"	"Colistin"
"Carboxydocella thermautotrophica"	"Nalidixic acid"
"Carboxydocella thermautotrophica"	"Polymyxin B"
"Carboxydocella thermautotrophica"	"Temocillin"
"Carboxydothermus"	"Aztreonam"
"Carboxydothermus"	"Colistin"
"Carboxydothermus"	"Nalidixic acid"
"Carboxydothermus"	"Polymyxin B"
"Carboxydothermus"	"Temocillin"
"Carboxydothermus ferrireducens"	"Aztreonam"
"Carboxydothermus ferrireducens"	"Colistin"
"Carboxydothermus ferrireducens"	"Nalidixic acid"
"Carboxydothermus ferrireducens"	"Polymyxin B"
"Carboxydothermus ferrireducens"	"Temocillin"
"Carboxydothermus hydrogenoformans"	"Aztreonam"
"Carboxydothermus hydrogenoformans"	"Colistin"
"Carboxydothermus hydrogenoformans"	"Nalidixic acid"
"Carboxydothermus hydrogenoformans"	"Polymyxin B"
"Carboxydothermus hydrogenoformans"	"Temocillin"
"Carboxydothermus islandicus"	"Aztreonam"
"Carboxydothermus islandicus"	"Colistin"
"Carboxydothermus islandicus"	"Nalidixic acid"
"Carboxydothermus islandicus"	"Polymyxin B"
"Carboxydothermus islandicus"	"Temocillin"
"Carboxydothermus pertinax"	"Aztreonam"
"Carboxydothermus pertinax"	"Colistin"
"Carboxydothermus pertinax"	"Nalidixic acid"
"Carboxydothermus pertinax"	"Polymyxin B"
"Carboxydothermus pertinax"	"Temocillin"
"Carboxydothermus siderophilus"	"Aztreonam"
"Carboxydothermus siderophilus"	"Colistin"
"Carboxydothermus siderophilus"	"Nalidixic acid"
"Carboxydothermus siderophilus"	"Polymyxin B"
"Carboxydothermus siderophilus"	"Temocillin"
"Carnobacteriaceae"	"Aztreonam"
"Carnobacteriaceae"	"Colistin"
"Carnobacteriaceae"	"Nalidixic acid"
"Carnobacteriaceae"	"Polymyxin B"
"Carnobacteriaceae"	"Temocillin"
"Carnobacterium"	"Aztreonam"
"Carnobacterium"	"Colistin"
"Carnobacterium"	"Nalidixic acid"
"Carnobacterium"	"Polymyxin B"
"Carnobacterium"	"Temocillin"
"Carnobacterium alterfunditum"	"Aztreonam"
"Carnobacterium alterfunditum"	"Colistin"
"Carnobacterium alterfunditum"	"Nalidixic acid"
"Carnobacterium alterfunditum"	"Polymyxin B"
"Carnobacterium alterfunditum"	"Temocillin"
"Carnobacterium antarcticum"	"Aztreonam"
"Carnobacterium antarcticum"	"Colistin"
"Carnobacterium antarcticum"	"Nalidixic acid"
"Carnobacterium antarcticum"	"Polymyxin B"
"Carnobacterium antarcticum"	"Temocillin"
"Carnobacterium divergens"	"Aztreonam"
"Carnobacterium divergens"	"Colistin"
"Carnobacterium divergens"	"Nalidixic acid"
"Carnobacterium divergens"	"Polymyxin B"
"Carnobacterium divergens"	"Temocillin"
"Carnobacterium funditum"	"Aztreonam"
"Carnobacterium funditum"	"Colistin"
"Carnobacterium funditum"	"Nalidixic acid"
"Carnobacterium funditum"	"Polymyxin B"
"Carnobacterium funditum"	"Temocillin"
"Carnobacterium gallinarum"	"Aztreonam"
"Carnobacterium gallinarum"	"Colistin"
"Carnobacterium gallinarum"	"Nalidixic acid"
"Carnobacterium gallinarum"	"Polymyxin B"
"Carnobacterium gallinarum"	"Temocillin"
"Carnobacterium iners"	"Aztreonam"
"Carnobacterium iners"	"Colistin"
"Carnobacterium iners"	"Nalidixic acid"
"Carnobacterium iners"	"Polymyxin B"
"Carnobacterium iners"	"Temocillin"
"Carnobacterium inhibens"	"Aztreonam"
"Carnobacterium inhibens"	"Colistin"
"Carnobacterium inhibens"	"Nalidixic acid"
"Carnobacterium inhibens"	"Polymyxin B"
"Carnobacterium inhibens"	"Temocillin"
"Carnobacterium inhibens gilichinskyi"	"Aztreonam"
"Carnobacterium inhibens gilichinskyi"	"Colistin"
"Carnobacterium inhibens gilichinskyi"	"Nalidixic acid"
"Carnobacterium inhibens gilichinskyi"	"Polymyxin B"
"Carnobacterium inhibens gilichinskyi"	"Temocillin"
"Carnobacterium jeotgali"	"Aztreonam"
"Carnobacterium jeotgali"	"Colistin"
"Carnobacterium jeotgali"	"Nalidixic acid"
"Carnobacterium jeotgali"	"Polymyxin B"
"Carnobacterium jeotgali"	"Temocillin"
"Carnobacterium maltaromaticum"	"Aztreonam"
"Carnobacterium maltaromaticum"	"Colistin"
"Carnobacterium maltaromaticum"	"Nalidixic acid"
"Carnobacterium maltaromaticum"	"Polymyxin B"
"Carnobacterium maltaromaticum"	"Temocillin"
"Carnobacterium mobile"	"Aztreonam"
"Carnobacterium mobile"	"Colistin"
"Carnobacterium mobile"	"Nalidixic acid"
"Carnobacterium mobile"	"Polymyxin B"
"Carnobacterium mobile"	"Temocillin"
"Carnobacterium pleistocenium"	"Aztreonam"
"Carnobacterium pleistocenium"	"Colistin"
"Carnobacterium pleistocenium"	"Nalidixic acid"
"Carnobacterium pleistocenium"	"Polymyxin B"
"Carnobacterium pleistocenium"	"Temocillin"
"Carnobacterium viridans"	"Aztreonam"
"Carnobacterium viridans"	"Colistin"
"Carnobacterium viridans"	"Nalidixic acid"
"Carnobacterium viridans"	"Polymyxin B"
"Carnobacterium viridans"	"Temocillin"
"Caryophanon"	"Aztreonam"
"Caryophanon"	"Colistin"
"Caryophanon"	"Nalidixic acid"
"Caryophanon"	"Polymyxin B"
"Caryophanon"	"Temocillin"
"Caryophanon latum"	"Aztreonam"
"Caryophanon latum"	"Colistin"
"Caryophanon latum"	"Nalidixic acid"
"Caryophanon latum"	"Polymyxin B"
"Caryophanon latum"	"Temocillin"
"Caryophanon tenue"	"Aztreonam"
"Caryophanon tenue"	"Colistin"
"Caryophanon tenue"	"Nalidixic acid"
"Caryophanon tenue"	"Polymyxin B"
"Caryophanon tenue"	"Temocillin"
"Catabacter"	"Aztreonam"
"Catabacter"	"Colistin"
"Catabacter"	"Nalidixic acid"
"Catabacter"	"Polymyxin B"
"Catabacter"	"Temocillin"
"Catabacter hongkongensis"	"Aztreonam"
"Catabacter hongkongensis"	"Colistin"
"Catabacter hongkongensis"	"Nalidixic acid"
"Catabacter hongkongensis"	"Polymyxin B"
"Catabacter hongkongensis"	"Temocillin"
"Catabacter honkongensis"	"Aztreonam"
"Catabacter honkongensis"	"Colistin"
"Catabacter honkongensis"	"Nalidixic acid"
"Catabacter honkongensis"	"Polymyxin B"
"Catabacter honkongensis"	"Temocillin"
"Catellatospora"	"Aztreonam"
"Catellatospora"	"Colistin"
"Catellatospora"	"Nalidixic acid"
"Catellatospora"	"Polymyxin B"
"Catellatospora"	"Temocillin"
"Catellatospora bangladeshensis"	"Aztreonam"
"Catellatospora bangladeshensis"	"Colistin"
"Catellatospora bangladeshensis"	"Nalidixic acid"
"Catellatospora bangladeshensis"	"Polymyxin B"
"Catellatospora bangladeshensis"	"Temocillin"
"Catellatospora chokoriensis"	"Aztreonam"
"Catellatospora chokoriensis"	"Colistin"
"Catellatospora chokoriensis"	"Nalidixic acid"
"Catellatospora chokoriensis"	"Polymyxin B"
"Catellatospora chokoriensis"	"Temocillin"
"Catellatospora citrea"	"Aztreonam"
"Catellatospora citrea"	"Colistin"
"Catellatospora citrea"	"Nalidixic acid"
"Catellatospora citrea"	"Polymyxin B"
"Catellatospora citrea"	"Temocillin"
"Catellatospora coxensis"	"Aztreonam"
"Catellatospora coxensis"	"Colistin"
"Catellatospora coxensis"	"Nalidixic acid"
"Catellatospora coxensis"	"Polymyxin B"
"Catellatospora coxensis"	"Temocillin"
"Catellatospora methionotrophica"	"Aztreonam"
"Catellatospora methionotrophica"	"Colistin"
"Catellatospora methionotrophica"	"Nalidixic acid"
"Catellatospora methionotrophica"	"Polymyxin B"
"Catellatospora methionotrophica"	"Temocillin"
"Catellatospora paridis"	"Aztreonam"
"Catellatospora paridis"	"Colistin"
"Catellatospora paridis"	"Nalidixic acid"
"Catellatospora paridis"	"Polymyxin B"
"Catellatospora paridis"	"Temocillin"
"Catellatospora tagetis"	"Aztreonam"
"Catellatospora tagetis"	"Colistin"
"Catellatospora tagetis"	"Nalidixic acid"
"Catellatospora tagetis"	"Polymyxin B"
"Catellatospora tagetis"	"Temocillin"
"Catellatospora vulcania"	"Aztreonam"
"Catellatospora vulcania"	"Colistin"
"Catellatospora vulcania"	"Nalidixic acid"
"Catellatospora vulcania"	"Polymyxin B"
"Catellatospora vulcania"	"Temocillin"
"Catellicoccus"	"Aztreonam"
"Catellicoccus"	"Colistin"
"Catellicoccus"	"Nalidixic acid"
"Catellicoccus"	"Polymyxin B"
"Catellicoccus"	"Temocillin"
"Catellicoccus marimammalium"	"Aztreonam"
"Catellicoccus marimammalium"	"Colistin"
"Catellicoccus marimammalium"	"Nalidixic acid"
"Catellicoccus marimammalium"	"Polymyxin B"
"Catellicoccus marimammalium"	"Temocillin"
"Catelliglobosispora"	"Aztreonam"
"Catelliglobosispora"	"Colistin"
"Catelliglobosispora"	"Nalidixic acid"
"Catelliglobosispora"	"Polymyxin B"
"Catelliglobosispora"	"Temocillin"
"Catelliglobosispora koreensis"	"Aztreonam"
"Catelliglobosispora koreensis"	"Colistin"
"Catelliglobosispora koreensis"	"Nalidixic acid"
"Catelliglobosispora koreensis"	"Polymyxin B"
"Catelliglobosispora koreensis"	"Temocillin"
"Catenibacillus"	"Aztreonam"
"Catenibacillus"	"Colistin"
"Catenibacillus"	"Nalidixic acid"
"Catenibacillus"	"Polymyxin B"
"Catenibacillus"	"Temocillin"
"Catenibacillus scindens"	"Aztreonam"
"Catenibacillus scindens"	"Colistin"
"Catenibacillus scindens"	"Nalidixic acid"
"Catenibacillus scindens"	"Polymyxin B"
"Catenibacillus scindens"	"Temocillin"
"Catenibacterium"	"Aztreonam"
"Catenibacterium"	"Colistin"
"Catenibacterium"	"Nalidixic acid"
"Catenibacterium"	"Polymyxin B"
"Catenibacterium"	"Temocillin"
"Catenibacterium mitsuokai"	"Aztreonam"
"Catenibacterium mitsuokai"	"Colistin"
"Catenibacterium mitsuokai"	"Nalidixic acid"
"Catenibacterium mitsuokai"	"Polymyxin B"
"Catenibacterium mitsuokai"	"Temocillin"
"Catenisphaera"	"Aztreonam"
"Catenisphaera"	"Colistin"
"Catenisphaera"	"Nalidixic acid"
"Catenisphaera"	"Polymyxin B"
"Catenisphaera"	"Temocillin"
"Catenisphaera adipataccumulans"	"Aztreonam"
"Catenisphaera adipataccumulans"	"Colistin"
"Catenisphaera adipataccumulans"	"Nalidixic acid"
"Catenisphaera adipataccumulans"	"Polymyxin B"
"Catenisphaera adipataccumulans"	"Temocillin"
"Catenulispora"	"Aztreonam"
"Catenulispora"	"Colistin"
"Catenulispora"	"Nalidixic acid"
"Catenulispora"	"Polymyxin B"
"Catenulispora"	"Temocillin"
"Catenulispora acidiphila"	"Aztreonam"
"Catenulispora acidiphila"	"Colistin"
"Catenulispora acidiphila"	"Nalidixic acid"
"Catenulispora acidiphila"	"Polymyxin B"
"Catenulispora acidiphila"	"Temocillin"
"Catenulispora fulva"	"Aztreonam"
"Catenulispora fulva"	"Colistin"
"Catenulispora fulva"	"Nalidixic acid"
"Catenulispora fulva"	"Polymyxin B"
"Catenulispora fulva"	"Temocillin"
"Catenulispora graminis"	"Aztreonam"
"Catenulispora graminis"	"Colistin"
"Catenulispora graminis"	"Nalidixic acid"
"Catenulispora graminis"	"Polymyxin B"
"Catenulispora graminis"	"Temocillin"
"Catenulispora rubra"	"Aztreonam"
"Catenulispora rubra"	"Colistin"
"Catenulispora rubra"	"Nalidixic acid"
"Catenulispora rubra"	"Polymyxin B"
"Catenulispora rubra"	"Temocillin"
"Catenulispora subtropica"	"Aztreonam"
"Catenulispora subtropica"	"Colistin"
"Catenulispora subtropica"	"Nalidixic acid"
"Catenulispora subtropica"	"Polymyxin B"
"Catenulispora subtropica"	"Temocillin"
"Catenulispora yoronensis"	"Aztreonam"
"Catenulispora yoronensis"	"Colistin"
"Catenulispora yoronensis"	"Nalidixic acid"
"Catenulispora yoronensis"	"Polymyxin B"
"Catenulispora yoronensis"	"Temocillin"
"Catenulisporaceae"	"Aztreonam"
"Catenulisporaceae"	"Colistin"
"Catenulisporaceae"	"Nalidixic acid"
"Catenulisporaceae"	"Polymyxin B"
"Catenulisporaceae"	"Temocillin"
"Catenuloplanes"	"Aztreonam"
"Catenuloplanes"	"Colistin"
"Catenuloplanes"	"Nalidixic acid"
"Catenuloplanes"	"Polymyxin B"
"Catenuloplanes"	"Temocillin"
"Catenuloplanes atrovinosus"	"Aztreonam"
"Catenuloplanes atrovinosus"	"Colistin"
"Catenuloplanes atrovinosus"	"Nalidixic acid"
"Catenuloplanes atrovinosus"	"Polymyxin B"
"Catenuloplanes atrovinosus"	"Temocillin"
"Catenuloplanes castaneus"	"Aztreonam"
"Catenuloplanes castaneus"	"Colistin"
"Catenuloplanes castaneus"	"Nalidixic acid"
"Catenuloplanes castaneus"	"Polymyxin B"
"Catenuloplanes castaneus"	"Temocillin"
"Catenuloplanes crispus"	"Aztreonam"
"Catenuloplanes crispus"	"Colistin"
"Catenuloplanes crispus"	"Nalidixic acid"
"Catenuloplanes crispus"	"Polymyxin B"
"Catenuloplanes crispus"	"Temocillin"
"Catenuloplanes indicus"	"Aztreonam"
"Catenuloplanes indicus"	"Colistin"
"Catenuloplanes indicus"	"Nalidixic acid"
"Catenuloplanes indicus"	"Polymyxin B"
"Catenuloplanes indicus"	"Temocillin"
"Catenuloplanes japonicus"	"Aztreonam"
"Catenuloplanes japonicus"	"Colistin"
"Catenuloplanes japonicus"	"Nalidixic acid"
"Catenuloplanes japonicus"	"Polymyxin B"
"Catenuloplanes japonicus"	"Temocillin"
"Catenuloplanes nepalensis"	"Aztreonam"
"Catenuloplanes nepalensis"	"Colistin"
"Catenuloplanes nepalensis"	"Nalidixic acid"
"Catenuloplanes nepalensis"	"Polymyxin B"
"Catenuloplanes nepalensis"	"Temocillin"
"Catenuloplanes niger"	"Aztreonam"
"Catenuloplanes niger"	"Colistin"
"Catenuloplanes niger"	"Nalidixic acid"
"Catenuloplanes niger"	"Polymyxin B"
"Catenuloplanes niger"	"Temocillin"
"Catonella"	"Aztreonam"
"Catonella"	"Colistin"
"Catonella"	"Nalidixic acid"
"Catonella"	"Polymyxin B"
"Catonella"	"Temocillin"
"Catonella morbi"	"Aztreonam"
"Catonella morbi"	"Colistin"
"Catonella morbi"	"Nalidixic acid"
"Catonella morbi"	"Polymyxin B"
"Catonella morbi"	"Temocillin"
"Cedecea"	"Avoparcin"
"Cedecea"	"Azithromycin"
"Cedecea"	"Clarithromycin"
"Cedecea"	"Clindamycin"
"Cedecea"	"Cycloserine"
"Cedecea"	"Dalbavancin"
"Cedecea"	"Dirithromycin"
"Cedecea"	"Erythromycin"
"Cedecea"	"Flurithromycin"
"Cedecea"	"Fusidic acid"
"Cedecea"	"Josamycin"
"Cedecea"	"Lincomycin"
"Cedecea"	"Linezolid"
"Cedecea"	"Midecamycin"
"Cedecea"	"Miocamycin"
"Cedecea"	"Norvancomycin"
"Cedecea"	"Oleandomycin"
"Cedecea"	"Oritavancin"
"Cedecea"	"Benzylpenicillin"
"Cedecea"	"Pirlimycin"
"Cedecea"	"Pristinamycin"
"Cedecea"	"Quinupristin/dalfopristin"
"Cedecea"	"Ramoplanin"
"Cedecea"	"Rifampicin"
"Cedecea"	"Rokitamycin"
"Cedecea"	"Roxithromycin"
"Cedecea"	"Spiramycin"
"Cedecea"	"Tedizolid"
"Cedecea"	"Teicoplanin"
"Cedecea"	"Teicoplanin-macromethod"
"Cedecea"	"Telavancin"
"Cedecea"	"Telithromycin"
"Cedecea"	"Thiacetazone"
"Cedecea"	"Troleandomycin"
"Cedecea"	"Vancomycin"
"Cedecea davisae"	"Avoparcin"
"Cedecea davisae"	"Azithromycin"
"Cedecea davisae"	"Clarithromycin"
"Cedecea davisae"	"Clindamycin"
"Cedecea davisae"	"Cycloserine"
"Cedecea davisae"	"Dalbavancin"
"Cedecea davisae"	"Dirithromycin"
"Cedecea davisae"	"Erythromycin"
"Cedecea davisae"	"Flurithromycin"
"Cedecea davisae"	"Fusidic acid"
"Cedecea davisae"	"Josamycin"
"Cedecea davisae"	"Lincomycin"
"Cedecea davisae"	"Linezolid"
"Cedecea davisae"	"Midecamycin"
"Cedecea davisae"	"Miocamycin"
"Cedecea davisae"	"Norvancomycin"
"Cedecea davisae"	"Oleandomycin"
"Cedecea davisae"	"Oritavancin"
"Cedecea davisae"	"Benzylpenicillin"
"Cedecea davisae"	"Pirlimycin"
"Cedecea davisae"	"Pristinamycin"
"Cedecea davisae"	"Quinupristin/dalfopristin"
"Cedecea davisae"	"Ramoplanin"
"Cedecea davisae"	"Rifampicin"
"Cedecea davisae"	"Rokitamycin"
"Cedecea davisae"	"Roxithromycin"
"Cedecea davisae"	"Spiramycin"
"Cedecea davisae"	"Tedizolid"
"Cedecea davisae"	"Teicoplanin"
"Cedecea davisae"	"Teicoplanin-macromethod"
"Cedecea davisae"	"Telavancin"
"Cedecea davisae"	"Telithromycin"
"Cedecea davisae"	"Thiacetazone"
"Cedecea davisae"	"Troleandomycin"
"Cedecea davisae"	"Vancomycin"
"Cedecea lapagei"	"Avoparcin"
"Cedecea lapagei"	"Azithromycin"
"Cedecea lapagei"	"Clarithromycin"
"Cedecea lapagei"	"Clindamycin"
"Cedecea lapagei"	"Cycloserine"
"Cedecea lapagei"	"Dalbavancin"
"Cedecea lapagei"	"Dirithromycin"
"Cedecea lapagei"	"Erythromycin"
"Cedecea lapagei"	"Flurithromycin"
"Cedecea lapagei"	"Fusidic acid"
"Cedecea lapagei"	"Josamycin"
"Cedecea lapagei"	"Lincomycin"
"Cedecea lapagei"	"Linezolid"
"Cedecea lapagei"	"Midecamycin"
"Cedecea lapagei"	"Miocamycin"
"Cedecea lapagei"	"Norvancomycin"
"Cedecea lapagei"	"Oleandomycin"
"Cedecea lapagei"	"Oritavancin"
"Cedecea lapagei"	"Benzylpenicillin"
"Cedecea lapagei"	"Pirlimycin"
"Cedecea lapagei"	"Pristinamycin"
"Cedecea lapagei"	"Quinupristin/dalfopristin"
"Cedecea lapagei"	"Ramoplanin"
"Cedecea lapagei"	"Rifampicin"
"Cedecea lapagei"	"Rokitamycin"
"Cedecea lapagei"	"Roxithromycin"
"Cedecea lapagei"	"Spiramycin"
"Cedecea lapagei"	"Tedizolid"
"Cedecea lapagei"	"Teicoplanin"
"Cedecea lapagei"	"Teicoplanin-macromethod"
"Cedecea lapagei"	"Telavancin"
"Cedecea lapagei"	"Telithromycin"
"Cedecea lapagei"	"Thiacetazone"
"Cedecea lapagei"	"Troleandomycin"
"Cedecea lapagei"	"Vancomycin"
"Cedecea neteri"	"Avoparcin"
"Cedecea neteri"	"Azithromycin"
"Cedecea neteri"	"Clarithromycin"
"Cedecea neteri"	"Clindamycin"
"Cedecea neteri"	"Cycloserine"
"Cedecea neteri"	"Dalbavancin"
"Cedecea neteri"	"Dirithromycin"
"Cedecea neteri"	"Erythromycin"
"Cedecea neteri"	"Flurithromycin"
"Cedecea neteri"	"Fusidic acid"
"Cedecea neteri"	"Josamycin"
"Cedecea neteri"	"Lincomycin"
"Cedecea neteri"	"Linezolid"
"Cedecea neteri"	"Midecamycin"
"Cedecea neteri"	"Miocamycin"
"Cedecea neteri"	"Norvancomycin"
"Cedecea neteri"	"Oleandomycin"
"Cedecea neteri"	"Oritavancin"
"Cedecea neteri"	"Benzylpenicillin"
"Cedecea neteri"	"Pirlimycin"
"Cedecea neteri"	"Pristinamycin"
"Cedecea neteri"	"Quinupristin/dalfopristin"
"Cedecea neteri"	"Ramoplanin"
"Cedecea neteri"	"Rifampicin"
"Cedecea neteri"	"Rokitamycin"
"Cedecea neteri"	"Roxithromycin"
"Cedecea neteri"	"Spiramycin"
"Cedecea neteri"	"Tedizolid"
"Cedecea neteri"	"Teicoplanin"
"Cedecea neteri"	"Teicoplanin-macromethod"
"Cedecea neteri"	"Telavancin"
"Cedecea neteri"	"Telithromycin"
"Cedecea neteri"	"Thiacetazone"
"Cedecea neteri"	"Troleandomycin"
"Cedecea neteri"	"Vancomycin"
"Cellulomonadaceae"	"Aztreonam"
"Cellulomonadaceae"	"Colistin"
"Cellulomonadaceae"	"Nalidixic acid"
"Cellulomonadaceae"	"Polymyxin B"
"Cellulomonadaceae"	"Temocillin"
"Cellulomonas"	"Aztreonam"
"Cellulomonas"	"Colistin"
"Cellulomonas"	"Nalidixic acid"
"Cellulomonas"	"Polymyxin B"
"Cellulomonas"	"Temocillin"
"Cellulomonas aerilata"	"Aztreonam"
