"The number of entries per field is limited to 10 for this overview. If you want the whole information you can use the API or the ""Download selection"" menu on the Webpage."

ID,designation_header,strain_number_header,is_type_strain_header,species,"Oxygen tolerance"
1726,Ru915B,"DSM 6492, ATCC 49391, CCUG 34976, JCM 8219, CGMCC 1.2273, KCTC 3369, KCTC 3423, LMG 11341",1,"Bifidobacterium merycicum",anaerobe
1727,Ru767,"DSM 6493, JCM 8220",0,"Bifidobacterium merycicum",anaerobe
1728,Ru769,"DSM 6494",0,"Bifidobacterium merycicum",anaerobe
1712,F392,"CCUG 34982, DSM 20102, ATCC 27538, JCM 5821, BCRC 14666, CGMCC 1.2233, KCTC 3273, LMG 11592",1,"Bifidobacterium minimum",anaerobe
1747,,"DSM 21395, JCM 15461, YIT 10443, KCTC 5848",1,"Bifidobacterium mongoliense",anaerobe
,,,,,"facultative anaerobe"
23789,GG01,"DSM 27321, JCM 18751",1,"Bifidobacterium moukalabense",anaerobe
,,,,,"obligate anaerobe"
132345,MRM_5.9,"DSM 100196, JCM 30796, MRM 5.9, KCTC 15589",1,"Bifidobacterium myosotis",anaerobe
157233,,"CCUG 70964, LMG 30295, JCM 32706",1,"Bifidobacterium parmae",anaerobe
1737,P3-14,"DSM 17755, AS 1.3009, LMG 21689, JCM 16945, CGMCC 1.3009",1,"Bifidobacterium porcinum",anaerobe
1713,B1279,"DSM 20438, ATCC 27919, CCUG 34989, JCM 1200, BCRC 15476, CCM 7094, CECT 5776, CGMCC 1.2277, CIP 104168, HAMBI 562, KCTC 3223, LMG 10505, NCAIM B.02022, VTT E-991439",1,"Bifidobacterium pseudocatenulatum",anaerobe
1714,F171,"DSM 20439",0,"Bifidobacterium pseudocatenulatum",anaerobe
153958,,"CCUG 51771, CCM 3761",0,"Bifidobacterium pseudocatenulatum",anaerobe
1717,"PNC-2-9G (Biotype a)","DSM 20099, ATCC 25526, CCUG 34981, CCM 7207, JCM 1205, BCRC 14673, CGMCC 1.2185, CIP 105352, KCTC 3224, LMG 11571, NCFB 2244",1,"Bifidobacterium pseudolongum",anaerobe
1715,"28T (Biotype b)","DSM 20094, JCM 1266",0,"Bifidobacterium pseudolongum",anaerobe
1716,"29Sr-T (Biotype c)","DSM 20095, JCM 1267",0,"Bifidobacterium pseudolongum",anaerobe
1738,T16,"DSM 22366, LMG 21775, NCIMB 13940, JCM 15958",1,"Bifidobacterium psychraerophilum",anaerobe
,,,,,"facultative aerobe"
1718,1145,"CCUG 35235, CIP 107006, DSM 20433, ATCC 27685, JCM 1214, BCRC 14678, CGMCC 1.2240, KCTC 3274, LMG 11572, LMG 21816, NCFB 2260",1,"Bifidobacterium pullorum subsp. pullorum",anaerobe
1753,AFB22-1,"DSM 23975, JCM 17295, KCTC 15318",1,"Bifidobacterium reuteri",anaerobe
1723,Ru687,"DSM 6489, ATCC 49390, CCUG 34975, JCM 8222, CGMCC 1.2241, KCTC 3425, LMG 12588, LMG 21811",1,"Bifidobacterium ruminantium",anaerobe
1724,Ru679,"DSM 6490",0,"Bifidobacterium ruminantium",anaerobe
1725,Ru666,"DSM 6491",0,"Bifidobacterium ruminantium",anaerobe
1752,AFB23-1,"DSM 23967, JCM 17297, KCTC 15335",1,"Bifidobacterium saguini",anaerobe
164530,2033B,"JCM 33354, CCUG 72817, LMG 30940",1,"Bifidobacterium samirii","facultative anaerobe"
1734,,"DSM 13734, CCUG 13008 A, ATCC BAA 773, JCM 12489, CCM 7209, KCTC 5849",1,"Bifidobacterium scardovii",anaerobe
145751,,"CCUG 29475",0,"Bifidobacterium scardovii",anaerobe
149098,,"CCUG 36852",0,"Bifidobacterium scardovii",anaerobe
150378,,"CCUG 39775",0,"Bifidobacterium scardovii",anaerobe
151567,,"CCUG 44350",0,"Bifidobacterium scardovii",anaerobe
154841,,"CCUG 55376",0,"Bifidobacterium scardovii",anaerobe
151683,,"CCUG 44627 A",0,"Bifidobacterium sp.",anaerobe
153441,,"CCUG 49594 B",0,"Bifidobacterium sp.",anaerobe
1755,AFB23-3,"DSM 23968, JCM 17298, KCTC 15336",1,"Bifidobacterium stellenboschense",anaerobe
1719,F395,"DSM 20096, ATCC 27537, CCUG 34980",1,"Bifidobacterium subtile",anaerobe
1735,36,"DSM 15837, CGMCC AS 1.2282, JCM 11165, CGMCC 1.2282, KCTC 5850, LMG 21395, NBRC 106100, VTT E-052869",1,"Bifidobacterium thermacidophilum",anaerobe
1721,P2-91,"DSM 20210, ATCC 25525, CIP 105420, CCUG 34983, JCM 1207, BCRC 14669, CGMCC 1.2235, HAMBI 111, KCTC 3225, LMG 11573, LMG 21813, NCFB 2253, NCIMB 702253",1,"Bifidobacterium thermophilum",anaerobe
1720,C3/12,"DSM 20209",0,"Bifidobacterium thermophilum",anaerobe
1722,"RU 326","DSM 20212, ATCC 25866, JCM 1268, KCTC 3471",0,"Bifidobacterium thermophilum",anaerobe
132348,MRM_5.18,"DSM 100201, JCM 30798, MRM 5.18, KCTC 15590",1,"Bifidobacterium tissieri",anaerobe
1740,"OMB 115","DSM 17777, JCM 13495",1,"Bifidobacterium tsurumiense",anaerobe
,,,,,"facultative anaerobe"
1741,"OMB 118","DSM 17778, JCM 13496",0,"Bifidobacterium tsurumiense",anaerobe
1742,"OMB 120","DSM 17779, JCM 13497",0,"Bifidobacterium tsurumiense",anaerobe
141014,Tam10B,"LMG 30126, CCUG 70655, CCUG 70655 A",1,"Bifidobacterium vansinderenii","facultative anaerobe"
146880,,"CCUG 32349, ATCC 49260",1,"Bilophila wadsworthia",anaerobe
4068,RZATAU,"DSM 11045",0,"Bilophila wadsworthia",anaerobe
151848,,"CCUG 45045",0,"Bilophila wadsworthia",anaerobe
164467,SK-G1,"JCM 33158, CCAM 530, KCTC 15783",1,"Biomaibacter acetigenes",anaerobe
24300,M1765/96/5,"DSM 28232, CCUG 59551, NCTC 13474",1,"Bisgaardia genomospecies 1",microaerophile
24299,"98-D-690B, M327/99/2","DSM 28231, CCUG 43067, NCTC 13475, CIP 106354",1,"Bisgaardia hudsonensis",microaerophile
151023,,"CCUG 43066",0,"Bisgaardia hudsonensis",microaerophile
131309,Wildatric,"DSM 28141, CCUG 65148",1,"Bisgaardia miroungae",microaerophile
134133,APA1-,"ACAM 1056, CIP 108533",1,"Bizionia algoritergicola",aerobe
5714,"CCM-A-29 1259, JUB59","DSM 19628",1,"Bizionia argentinensis",aerobe
158654,RA3-3-1,"KCTC 62140, NBRC 113024",1,"Bizionia berychis",aerobe
5715,,"DSM 23925, KCTC 22015, KMM 6177, LMG 25220",1,"Bizionia echini",aerobe
134126,IC164,"ACAM 107, CIP 108536",1,"Bizionia gelidisalsuginis",aerobe
133837,T-y7,"KCTC 23881, CCUG 62110",1,"Bizionia hallyeonensis",aerobe
134125,ADA-4,"ACAM 1058, CIP 108535",1,"Bizionia myxarmorum",aerobe
134127,HFD,"ACAM 1059, CIP 108534",1,"Bizionia saleffrena",aerobe
140551,P131,"MCCC 1H00124, KCTC 42587",1,"Bizionia sediminis",aerobe
6163,JA248,"DSM 19786, JCM 14795",1,"Blastochloris gulmargensis",anaerobe
6158,P1,"DSM 729",1,"Blastochloris sulfoviridis",anaerobe
6159,"To P1","DSM 13255",0,"Blastochloris sulfoviridis",anaerobe
6162,9350,"DSM 136, CCUG 31148, LMG 4324, Pfennig 9350",0,"Blastochloris sulfoviridis",anaerobe
6160,"Drews F, F","DSM 133, ATCC 19567",1,"Blastochloris viridis",anaerobe
6161,2450,"DSM 134, Pfennig 2450",0,"Blastochloris viridis",anaerobe
5810,B15,"DSM 4725, ATCC 25902, JCM 12602, NBRC 107747, CCUG 61909, NCIMB 1849",1,"Blastococcus aggregatus",aerobe
24054,,"DSM 45413, CCTCC AA 209045, KCTC 19998, YIM 68236, JCM 17896, JCM 31483",1,"Blastococcus endophyticus",aerobe
5814,KST3-10,"DSM 19597, JCM 15614, KCCM 42251, NRRL B-24440, CCUG 61910",1,"Blastococcus jejuensis",aerobe
159637,GP-S2-8,"DSM 106127, JCM 32354, KCCM 43275, KCTC 49078",1,"Blastococcus litoris",aerobe
5813,,"CCUG 61911, DSM 44509, JCM 13239, NRRL B-24246, BC 444",1,"Blastococcus saxobsidens",aerobe
5811,,"CCUG 61912, DSM 44517, BC 412",0,"Blastococcus sp.",aerobe
5812,,"DSM 44518, CCUG 61913, BC 521",0,"Blastococcus sp.",aerobe
156388,,"CCUG 61487",0,"Blastococcus sp.",microaerophile
140974,T2,"KCTC 42354, JCM 30467, DSM 112298",1,"Blastomonas fulva",aerobe
140358,SSR2A-4-2,"DSM 103453, CGMCC 1.15297",1,"Blastomonas marina","facultative anaerobe"
133887,LHWP2,"KACC 15559, JCM 17758",1,"Bremerella cremea",aerobe
131530,"S-cc-6089-ARE-18, SJ-18, SJ18","DSM 29492, KCTC 15541, JCM 34498",1,"Blautia caecimuris",anaerobe
18067,CLC-1,"DSM 935, ATCC 29236, NCTC 11035, JCM 1395, BCRC 14467, CCM 6064",1,"Blautia coccoides",anaerobe
130918,PG-424-CC-9,"DSM 29138",0,"Blautia coccoides",anaerobe
159580,KGMB01111,"DSM 107827, KCTC 15706, JCM 34499",1,"Blautia faecicola",anaerobe
24769,M25,"DSM 27629, JCM 17205, KCTC 5980",1,"Blautia faecis",anaerobe
18076,HFTH-1,"DSM 22028, JCM 17039, NBRC 104932, KCTC 15131",1,"Blautia glucerasea",anaerobe
18071,,"DSM 20583, ATCC 27752, VPI C7-24, JCM 14655, CIP 104219",1,"Blautia hansenii",anaerobe
158642,KB1,"KCTC 15618, JCM 32276",1,"Blautia hominis",anaerobe
18073,S5a33,"DSM 10507, JCM 14656",1,"Blautia hydrogenotrophica",anaerobe
18074,BInIX,"DSM 14534, CCUG 45635, JCM 17040, KCTC 5974, CIP 107222#, JCM 14658#, CIP 107222, KCTC 15704",1,"Blautia luti",anaerobe
17684,,"DSM 25238, ATCC 29174, KCTC 15206, VPI B3-21",1,"Blautia obeum",anaerobe
18068,2396,"DSM 2950, ATCC 27340, CCUG 10976, CCUG 9990, JCM 1471, KCTC 15607, VPI 4299, NCTC 11829, KCTC 3242, KCTC 3695",1,"Blautia producta",anaerobe
18069,U-1,"DSM 3507, ATCC 35244",0,"Blautia producta",anaerobe
18070,CS3Glu,"DSM 14466",0,"Blautia producta",anaerobe
149907,,"CCUG 38656",0,"Blautia producta","obligate anaerobe"
130917,"32_34, A-C6-2","DSM 28737",0,"Blautia pseudococcoides",anaerobe
130919,YL58,"DSM 26115",0,"Blautia pseudococcoides",anaerobe
18072,B,"DSM 10518, JCM 14657, CCUG 53897, CIP 105464",1,"Blautia schinkii",anaerobe
18077,HA,"DSM 14467",0,"Blautia sp.",anaerobe
133713,GAM6-1,"KCTC 5981, JCM 17204",1,"Blautia stercoris",anaerobe
18075,"Walcc: 14507","DSM 19850, ATCC BAA 1564, JCM 17041, KCTC 5965, WAL 14507",1,"Blautia wexlerae",anaerobe
1770,2017-12,"DSM 11294, CCUG 39178, HKI 88, JCM 11479, ATCC 700413, CIP 105404, NBRC 106158",1,"Bogoriella caseilytica",aerobe
,,,,,microaerophile
140538,,"JCM 31623, KCTC 52452, MRM 1",1,"Bombella apis",aerobe
,,,,,"obligate aerobe"
24142,,"DSM 26517, CCM 8440, KCTC 21042, BTLCH M1/2, BCRC 80961",1,"Bombilactobacillus bombi",anaerobe
130370,Bin4N,"DSM 26254, CCUG 63291, JCM 30768",1,"Bombilactobacillus mellifer",anaerobe
130371,Bin4,"DSM 26316, CCUG 65819",0,"Bombilactobacillus mellifer",anaerobe
130372,Hon2N,"DSM 26255, CCUG 63289, JCM 30769",1,"Bombilactobacillus mellis",anaerobe
130373,H1HS38N,"DSM 26313, CCUG 63290",0,"Bombilactobacillus mellis",anaerobe
1768,BLAPIII-AGV,"DSM 22924, ATCC BAA 1568",1,"Bombiscardovia coagulans",anaerobe
377,,"DSM 11332, ATCC 35086, CCUG 13726, LMG 1852, Hinz 591-77",1,"Bordetella avium",aerobe
139537,,"CIP 111200, CCUG 56828, LMG 28640",0,"Bordetella bronchialis",aerobe
376,,"DSM 13414, ATCC 19395, CCUG 219, CIP 55.110, LMG 1232, NCTC 452, CCM 6082",1,"Bordetella bronchiseptica",aerobe
375,B-140,"CCUG 2514, NRRL B-140, DSM 10303, ATCC 4617, NCIB 9935, NCTC 8344, PCI 1701, WHO 11",0,"Bordetella bronchiseptica",aerobe
152643,,"CCUG 47271",0,"Bordetella bronchiseptica",aerobe
153309,,"CCUG 49062",0,"Bordetella bronchiseptica",aerobe
154441,,"CCUG 53629",0,"Bordetella bronchiseptica",aerobe
154620,,"CCUG 54609",0,"Bordetella bronchiseptica",aerobe
154883,,"CCUG 55529",0,"Bordetella bronchiseptica",aerobe
155211,,"CCUG 56928",0,"Bordetella bronchiseptica",aerobe
156246,,"CCUG 60853",0,"Bordetella bronchiseptica",aerobe
138071,,"CIP 104526, LMG 10979, CCUG 32379",0,"Bordetella hinzii",aerobe
152732,,"CCUG 47500",0,"Bordetella holmesii",microaerophile
154454,,"CCUG 53681",0,"Bordetella holmesii",microaerophile
155710,,"CCUG 59107",0,"Bordetella holmesii",aerobe
155745,,"CCUG 59194",0,"Bordetella holmesii",microaerophile
368,522,"DSM 13415, ATCC 15311, CCUG 413, LMG 14449, NCTC 5952",1,"Bordetella parapertussis",aerobe
141326,,"CCUG 882, NCTC 7385, LMG 14450",0,"Bordetella parapertussis",microaerophile
141629,,"CCUG 4099, LMG 14451",0,"Bordetella parapertussis",microaerophile
146917,,"CCUG 32448",0,"Bordetella parapertussis",aerobe
149221,,"CCUG 37292",0,"Bordetella parapertussis",aerobe
149937,,"CCUG 38719",0,"Bordetella parapertussis",microaerophile
156496,,"CCUG 62178",0,"Bordetella parapertussis",aerobe
,,,,,microaerophile
146945,,"CCUG 32523, LMG 14522",0,"Bordetella pertussis",aerobe
147400,,"CCUG 33528",0,"Bordetella pertussis",microaerophile
147744,,"CCUG 34133",0,"Bordetella pertussis",aerobe
148802,,"CCUG 35955",0,"Bordetella pertussis",microaerophile
149679,,"CCUG 38168, ATCC 9340, NCTC 8474",0,"Bordetella pertussis",microaerophile
153043,,"CCUG 48371",0,"Bordetella pertussis",microaerophile
153044,,"CCUG 48372",0,"Bordetella pertussis",microaerophile
153045,,"CCUG 48373",0,"Bordetella pertussis",microaerophile
153046,,"CCUG 48374",0,"Bordetella pertussis",microaerophile
153047,,"CCUG 48375",0,"Bordetella pertussis",microaerophile
153048,,"CCUG 48376",0,"Bordetella pertussis",microaerophile
153049,,"CCUG 48377",0,"Bordetella pertussis",microaerophile
153050,,"CCUG 48378",0,"Bordetella pertussis",microaerophile
153051,,"CCUG 48379",0,"Bordetella pertussis",microaerophile
153052,,"CCUG 48380",0,"Bordetella pertussis",microaerophile
153053,,"CCUG 48381",0,"Bordetella pertussis",microaerophile
153054,,"CCUG 48382",0,"Bordetella pertussis",microaerophile
153075,,"CCUG 48426",0,"Bordetella pertussis",microaerophile
153076,,"CCUG 48427",0,"Bordetella pertussis",microaerophile
153077,,"CCUG 48428",0,"Bordetella pertussis",microaerophile
153078,,"CCUG 48429",0,"Bordetella pertussis",microaerophile
153079,,"CCUG 48430",0,"Bordetella pertussis",microaerophile
153080,,"CCUG 48431",0,"Bordetella pertussis",microaerophile
153081,,"CCUG 48432",0,"Bordetella pertussis",microaerophile
153082,,"CCUG 48433",0,"Bordetella pertussis",microaerophile
153116,,"CCUG 48528",0,"Bordetella pertussis",microaerophile
153117,,"CCUG 48529",0,"Bordetella pertussis",microaerophile
153118,,"CCUG 48530",0,"Bordetella pertussis",microaerophile
153119,,"CCUG 48531",0,"Bordetella pertussis",microaerophile
153120,,"CCUG 48532",0,"Bordetella pertussis",microaerophile
153121,,"CCUG 48533",0,"Bordetella pertussis",microaerophile
153122,,"CCUG 48534",0,"Bordetella pertussis",microaerophile
153123,,"CCUG 48535",0,"Bordetella pertussis",microaerophile
153124,,"CCUG 48536",0,"Bordetella pertussis",microaerophile
153125,,"CCUG 48537",0,"Bordetella pertussis",microaerophile
153126,,"CCUG 48538",0,"Bordetella pertussis",microaerophile
382,Se-1111R,"DSM 12804, CCUG 43448, CIP 107267, ATCC BAA 461, CCM 7166",1,"Bordetella petrii",aerobe
,,,,,anaerobe
151910,,"CCUG 45176",0,"Bordetella sp.",aerobe
139600,,"CIP 111201, CCUG 56478, LMG 28641",1,"Bordetella sputigena",aerobe
379,"1779, 22-93","DSM 11334, CCUG 32381, LMG 13506",1,"Bordetella trematum",microaerophile
154669,,"CCUG 54793",0,"Bordetella trematum",aerobe
154795,,"CCUG 55220",0,"Bordetella trematum",aerobe
14305,"VS 461","DSM 10508, ATCC 51567, CIP 103469",1,"Borrelia afzelii",microaerophile
14306,P-Ko/1984,"DSM 16073",0,"Borrelia afzelii",microaerophile
14311,DN127,"DSM 17990, CIP 109136",1,"Borrelia bissettiae",microaerophile
14302,B31,"DSM 4680, ATCC 35210, CIP 102532",1,"Borrelia burgdorferi",microaerophile
14303,IRS,"DSM 4681, ATCC 35211",0,"Borrelia burgdorferi",microaerophile
14310,CA446,"DSM 17989, ATCC BAA 2689, CIP 109133",1,"Borrelia californiensis",microaerophile
14316,SCW-22,"DSM 22119, ATCC BAA 1773",1,"Borrelia carolinensis",microaerophile
24806,PBi,"DSM 23469, ATCC BAA 2496",1,"Borrelia garinii subsp. bavariensis",microaerophile
14307,20047,"DSM 10534, ATCC 51383, CIP 103362",1,"Borrelia garinii subsp. garinii",microaerophile
14312,CA8,"DSM 17991",0,"Borrelia genomospecies 1",microaerophile
24808,25015,"DSM 26572, ATCC BAA 2495",1,"Borrelia kurtenbachii",microaerophile
14313,"CA28, CA28-91","DSM 17992, CIP 109135",1,"Borrelia lanei",microaerophile
24805,CMN3,"DSM 23262, JCM 10505",1,"Borrelia sinica",microaerophile
14309,"PC-Eq17, PC-eq17N5","DSM 16813, CIP 108855",1,"Borrelia spielmanii",microaerophile
14308,IST7,"DSM 16138, JCM 11958",1,"Borrelia turcica",microaerophile
14314,"VS 116","DSM 21467, CIP 105367",1,"Borrelia valaisiana",microaerophile
24807,Okinawa-CW62,"DSM 24625, JCM 17189, DSM 23263",1,"Borrelia yangtzensis",microaerophile
1788,34614,"DSM 21596, CCUG 43111, CIP 106338",1,"Bosea eneae",aerobe
138342,,"CIP 106342, CCUG 43112",0,"Bosea eneae",aerobe
1791,R-46060,"DSM 26656, CCUG 61247, LMG 26379",1,"Bosea lathyri",aerobe
1792,R-45681,"DSM 26673, CCUG 61248, LMG 26383",1,"Bosea lupini",aerobe
1789,63287,"DSM 21079, CCUG 43117, CIP 106336",1,"Bosea massiliensis",aerobe
,,,,,microaerophile
138339,,"CIP 106337, CCUG 43116",0,"Bosea massiliensis",aerobe
1787,,"CCUG 55772, DSM 13099, ATCC 700918, CIP 106457, AMX 51",1,"Bosea minatitlanensis",aerobe
,,,,,"facultative aerobe"
166471,1131,"NRRL B-65405, LMG 30034",1,"Bosea psychrotolerans",aerobe
1793,R-46070,"DSM 26672, CCUG 61249, LMG 26381",1,"Bosea robiniae",aerobe
1786,BI-42,"DSM 9653, CCUG 55771, ATCC 700366",1,"Bosea thiooxidans",aerobe
,,,,,"facultative aerobe"
1790,34635,"DSM 21229, CCUG 43114, CIP 106340, CCUG 43114 T",1,"Bosea vestrisii",aerobe
138340,,"CIP 106339, CCUG 43115",0,"Bosea vestrisii",aerobe
138341,,"CIP 106341, CCUG 43113",0,"Bosea vestrisii",aerobe
166437,,"KCTC 52794, NBRC 112957, SYSU D60016",1,"Botryobacter ruber",aerobe
140290,VUL4_1,"DSM 104050, CGMCC 4.7370",1,"Boudabousia liubingyangii","facultative anaerobe"
174,M1749/98/1,"DSM 15383, CCUG 41710, CIP 106509",1,"Boudabousia marimammalium",anaerobe
,,,,,"facultative anaerobe"
,,,,,microaerophile
150949,,"CCUG 42833, DSM 10005",0,"Boudabousia marimammalium",anaerobe
,,,,,microaerophile
151109,,"CCUG 43292",0,"Boudabousia marimammalium",aerobe
,,,,,anaerobe
158436,VUL4_3,"DSM 103436, CGMCC 4.7369",1,"Boudabousia tangfeifanii",anaerobe
,,,,,"facultative anaerobe"
188,,"DSM 19116, CCUG 46092, CIP 107668",1,"Bowdeniella nasicola",anaerobe
,,,,,"facultative anaerobe"
,,,,,microaerophile
3909,,"DSM 10672, CNRZ 925, CCUG 50349, CCM 4520, ATCC 700067, LMG 19551, CIP 104811, JCM 11607, IAM 14578, IFO 16118, NBRC 16118, NCIMB 13431",1,"Brachybacterium alimentarium",aerobe
132661,KWS-1,"DSM 28796, JCM 30059, MTCC 11836",1,"Brachybacterium aquaticum",aerobe
156654,,"CCUG 63914 Q",0,"Brachybacterium conglomeratum",microaerophile
159799,M1HQ-2,"KCTC 49087, CGMCC 1.16391, JCM 33403",1,"Brachybacterium endophyticum",aerobe
3911,R-5509,"DSM 14564, LMG 20336, CCUG 50350, JCM 12138, CIP 108248",1,"Brachybacterium fresconis",aerobe
140077,,"DSM 105781, JCM 19356, KCTC 29226, DCY 80",1,"Brachybacterium ginsengisoli",aerobe
140947,THG-S15-4,"KCTC 39563, CCTCC AB 2015116, JCM 31742",1,"Brachybacterium horti","facultative anaerobe"
155502,,"CCUG 57901 B",0,"Brachybacterium muris",microaerophile
156443,,"CCUG 61799",0,"Brachybacterium muris",microaerophile
157081,,"CCUG 69386",0,"Brachybacterium muris",microaerophile
153624,,"CCUG 50348, CCM 2432, IFO 15265, NCTC 7567",0,"Brachybacterium nesterenkovii",aerobe
155346,,"CCUG 57407",0,"Brachybacterium paraconglomeratum",aerobe
3915,phenol-A,"DSM 22299, BCRC 17589, JCM 15157, LMG 23707",1,"Brachybacterium phenoliresistens","facultative anaerobe"
3913,R-5647,"DSM 14566, LMG 20354, CCUG 50347, JCM 12139, CIP 108249, LMG 20345",1,"Brachybacterium sacelli",aerobe
3917,"JG 06","DSM 23186, IMCC 252, JCM 19544",1,"Brachybacterium saurashtrense",aerobe
154335,,"CCUG 53144",0,"Brachybacterium sp.",aerobe
155968,,"CCUG 59816",0,"Brachybacterium sp.",microaerophile
133630,M-6-3,"KACC 14221, JCM 16464",1,"Brachybacterium squillarum",aerobe
3910,,"CCUG 50353, CCM 4521, DSM 10673, CNRZ 926, JCM 11610, ATCC 700068, CIP 104812, IAM 14579, IFO 16119, LMG 19552, NBRC 16119, NCIMB 13430",1,"Brachybacterium tyrofermentans",aerobe
3916,JB,"DSM 18832, CGMCC 1.6508, LMG 23926, JCM 15471",1,"Brachybacterium zhongshanense",anaerobe
2909,AIMA4,"DSM 19884, LMG 24400",1,"Brachymonas chironomi",aerobe
2908,AS-P1,"DSM 15123, JCM 9216, CCUG 45365, CGMCC 1.7100",1,"Brachymonas denitrificans",aerobe
152138,,"CCUG 45880",0,"Brachymonas denitrificans",aerobe
152139,,"CCUG 45881",0,"Brachymonas denitrificans",aerobe
152140,,"CCUG 45882",0,"Brachymonas denitrificans",aerobe
152141,,"CCUG 45883",0,"Brachymonas denitrificans",aerobe
152142,,"CCUG 45884",0,"Brachymonas denitrificans",aerobe
152143,,"CCUG 45885",0,"Brachymonas denitrificans",aerobe
152959,,"CCUG 48130",0,"Brachymonas sp.",microaerophile
152395,B78,"CCUG 46668, ATCC 27164, NCTC 13041, DSM 105803",1,"Brachyspira hyodysenteriae",anaerobe
152664,,"CCUG 47309",0,"Brachyspira hyodysenteriae",anaerobe
152693,,"CCUG 47386",0,"Brachyspira hyodysenteriae",anaerobe
17852,56-150,"DSM 12563, ATCC 51284, CIP 105832",1,"Brachyspira murdochii",anaerobe
343,,"DSM 13743, LMG 19451, NCIMB 13739, CCUG 47103, RKI 99-01984",1,"Brackiella oedipodis",aerobe
,,,,,microaerophile
166188,39S1MB,"LMG 29934, HAMBI 3680",1,"Bradyrhizobium amphicarpaeae",aerobe
1813,"P17Hg1, PL7HG1","DSM 17288, CECT 5829, LMG 21987, NBRC 103048, CCUG 55850",1,"Bradyrhizobium betae",aerobe
140541,AMBPC1011,"CECT 9227, LMG 29967",1,"Bradyrhizobium cajani",aerobe
1812,BTA-1,"DSM 16623, ATCC BAA 1002, CFNE 1008, LMG 22265",1,"Bradyrhizobium canariense",aerobe
1817,CTAW11,"DSM 23720, CECT 7749, LMG 25866",1,"Bradyrhizobium cytisi","obligate aerobe"
133740,,"LMG 26137, HAMBI 3184, CGMCC 1.10947, CCBAU 15774",1,"Bradyrhizobium daqingense",aerobe
154135,,"CCUG 52527",0,"Bradyrhizobium denitrificans",aerobe
154136,,"CCUG 52528",0,"Bradyrhizobium denitrificans",aerobe
154616,,"CCUG 54588",0,"Bradyrhizobium denitrificans",aerobe
155406,,"CCUG 57633",0,"Bradyrhizobium denitrificans",aerobe
133983,"3I1B110, R-12974","IAM 13628, CCRC 13528, NRRL B-4361, NRRL B-4450, TAL 102, BCRC 13528, JCM 10833, TISTR 339, SEMIA 5032, ACCC 15034, CCT 4249, NBRC 14792, CNPSo 46, USDA 110",1,"Bradyrhizobium diazoefficiens",aerobe
154146,,"CCUG 52553 B",0,"Bradyrhizobium elkanii",aerobe
154187,,"CCUG 52681 B",0,"Bradyrhizobium elkanii",aerobe
154192,,"CCUG 52706",0,"Bradyrhizobium elkanii",aerobe
154403,,"CCUG 53411",0,"Bradyrhizobium elkanii",aerobe
155116,,"CCUG 56518",0,"Bradyrhizobium elkanii",aerobe
155117,,"CCUG 56519",0,"Bradyrhizobium elkanii",aerobe
155425,,"CCUG 57705",0,"Bradyrhizobium elkanii",aerobe
166287,"U686, CL 20","USDA 10052, CNPSo 3426",1,"Bradyrhizobium frederickii",aerobe
133742,,"LMG 26136, CGMCC 1.10948, HAMBI 3180, CCBAU 23303",1,"Bradyrhizobium huanghuaihaiense",aerobe
1805,3I1b6,"DSM 30131, ATCC 10324, CCUG 27876, LMG 6138, CECT 530, JCM 20679, BCRC 13518, BCRC 80814, CCTM La 3681, CIP 106093, HAMBI 2314, IAM 12608, ICMP 2864, NBRC 14783, NCIMB 11477, NRRL B-4507, NRRL L-241, NZP 5549, OUT 30002, USDA 505, VKM B-1967",1,"Bradyrhizobium japonicum",aerobe
140478,U675,"LMG 30031, BR 6010, CNPSo 1165, SEMIA 6399",1,"Bradyrhizobium mercantei",aerobe
141148,5-10,"LMG 28789, DSM 100300, NTCCM 0017",1,"Bradyrhizobium namibiense",aerobe
166262,"U687, CL 40","CNPSo 3448, USDA 10051",1,"Bradyrhizobium niftali",aerobe
1784,S58,"DSM 12412, ATCC 43045, JCM 1494, LMG 10732, NCIMB 12151, CCUG 57401, CCBAU 101025",1,"Bradyrhizobium oligotrophicum",aerobe
1815,PAC48,"DSM 19631, CECT 7396, LMG 24246",1,"Bradyrhizobium pachyrhizi","obligate aerobe"
159767,,"LMG 30283, DSM 105795, NTCCM 0019, WR 4",1,"Bradyrhizobium ripae",aerobe
151861,,"CCUG 45072",0,"Bradyrhizobium sp.",aerobe
