GUIDELINES	TESTMETHOD	POTENCY	ORG_CODE	BREAKPOINT_TYPE	HOST	SITE_INF	REF_TABLE	REF_SEQ	WHON5_CODE	WHON5_TEST	DISK_R	DISK_I	DISK_S	MIC_S	MIC_R
CLSI12	MIC		bca	Human	Human		M45 Table 12		SXT	SXT_NM				0.5	4
CLSI12	MIC		BCS	Human	Human		M45 Table 3		SXT	SXT_NM				2	4
CLSI12	MIC		BR-	Human	Human		M45 Table 16		SXT	SXT_NM				2	
CLSI12	MIC		CAR	Human	Human		M45 Table 7		SXT	SXT_NM				0.5	4
CLSI12	MIC		COF	Human	Human		M45 Table 5		SXT	SXT_NM				2	4
CLSI12	MIC		EIK	Human	Human		M45 Table 7		SXT	SXT_NM				0.5	4
CLSI12	MIC		HA-	Human	Human		Table 2E	42.00	SXT	SXT_NM				0.5	4
CLSI12	MIC		KIN	Human	Human		M45 Table 7		SXT	SXT_NM				0.5	4
CLSI12	MIC		lmo	Human	Human		M45 Table 11		SXT	SXT_NM				0.5	4
CLSI12	MIC		nme	Human	Human		Table 2I	13.00	SXT	SXT_NM				0.125	0.5
CLSI12	MIC		PAS	Human	Human		M45 Table 13		SXT	SXT_NM				0.5	
CLSI12	MIC		ppm	Human	Human		M45 Table 16		SXT	SXT_NM				2	4
CLSI12	MIC		spn	Human	Human		Table 2G	40.00	SXT	SXT_NM				0.5	4
CLSI12	MIC		STR	Human	Human		Table 2H-1		SXT	SXT_NM					
CLSI12	MIC		yep	Human	Human		M45 Table 16		SXT	SXT_NM				2	4
CLSI12	MIC		AC-	Human	Human		Table 2B-2	15.00	SXT	SXT_NM				2	4
CLSI12	MIC		NFR	Human	Human		Table 2B-5	32.00	SXT	SXT_NM				2	4
CLSI12	MIC		pce	Human	Human		Table 2B-3	4.00	SXT	SXT_NM				2	4
CLSI12	MIC		pma	Human	Human		Table 2B-4	5.00	SXT	SXT_NM				2	4
CLSI12	MIC		STA	Human	Human		Table 2C	64.00	SXT	SXT_NM				2	4
CLSI12	MIC		NFR	Human	Human		Table 2B-5	5.00	TCC	TCC_NM					
CLSI12	MIC		ANA	Human	Human		Table 2J	9.00	TCC	TCC_NM				32	128
CLSI12	MIC		pae	Human	Human		Table 2B-1	4.00	TCC	TCC_NM				16	128
CLSI12	MIC		AC-	Human	Human		Table 2B-2	6.00	TCC	TCC_NM				16	128
CLSI12	MIC		NFR	Human	Human		Table 2B-5	5.00	TCC	TCC_NM				16	128
CLSI12	MIC		pce	Human	Human		Table 2B-3	5.00	TCC	TCC_NM				16	128
CLSI12	MIC		pma	Human	Human		Table 2B-4	1.00	TCC	TCC_NM				16	128
CLSI12	MIC		STA	Human	Human		Table 2C	10.00	TCC	TCC_NM				8	16
CLSI12	MIC		NFR	Human	Human		Table 2B-5	23.00	TCY	TCY_NM					
CLSI12	MIC		AER	Human	Human		M45 Table 2		TCY	TCY_NM				4	16
CLSI12	MIC		AGT	Human	Human		M45 Table 7		TCY	TCY_NM				2	8
CLSI12	MIC		ANA	Human	Human		Table 2J	21.00	TCY	TCY_NM				4	16
CLSI12	MIC		ban	Human	Human		M45 Table 16		TCY	TCY_NM				1	
CLSI12	MIC		bca	Human	Human		M45 Table 12		TCY	TCY_NM				2	8
CLSI12	MIC		BCS	Human	Human		M45 Table 3		TCY	TCY_NM				4	16
CLSI12	MIC		bma	Human	Human		M45 Table 16		TCY	TCY_NM				4	16
CLSI12	MIC		BR-	Human	Human		M45 Table 16		TCY	TCY_NM				1	
CLSI12	MIC		CAM	Human	Human		M45 Table 3		TCY	TCY_NM				4	16
CLSI12	MIC		CAR	Human	Human		M45 Table 7		TCY	TCY_NM				2	8
CLSI12	MIC		COF	Human	Human		M45 Table 5		TCY	TCY_NM				4	16
CLSI12	MIC		EIK	Human	Human		M45 Table 7		TCY	TCY_NM				2	8
CLSI12	MIC		ftu	Human	Human		M45 Table 16		TCY	TCY_NM				4	
CLSI12	MIC		HA-	Human	Human		Table 2E	30.00	TCY	TCY_NM				2	8
CLSI12	MIC		KIN	Human	Human		M45 Table 7		TCY	TCY_NM				2	8
CLSI12	MIC		ngo	Human	Human		Table 2F	14.00	TCY	TCY_NM				0.25	2
CLSI12	MIC		PAS	Human	Human		M45 Table 13		TCY	TCY_NM				1	
CLSI12	MIC		PLE	Human	Human		M45 Table 2		TCY	TCY_NM				4	16
CLSI12	MIC		ppm	Human	Human		M45 Table 16		TCY	TCY_NM				4	16
CLSI12	MIC		spn	Human	Human		Table 2G	31.00	TCY	TCY_NM				2	8
CLSI12	MIC		STR	Human	Human		Table 2H-1	15.00	TCY	TCY_NM				2	8
CLSI12	MIC		SVI	Human	Human		Table 2H-2	15.00	TCY	TCY_NM				2	8
CLSI12	MIC		yep	Human	Human		M45 Table 16		TCY	TCY_NM				4	16
CLSI12	MIC		AC-	Human	Human		Table 2B-2	19.00	TCY	TCY_NM				4	16
CLSI12	MIC		ENT	Human	Human		Table 2D	7.00	TCY	TCY_NM				4	16
CLSI12	MIC		NFR	Human	Human		Table 2B-5	23.00	TCY	TCY_NM				4	16
CLSI12	MIC		STA	Human	Human		Table 2C	48.00	TCY	TCY_NM				4	16
CLSI12	MIC		ENT	Human	Human		Table 2D	4.00	TEC	TEC_NM				8	32
CLSI12	MIC		STA	Human	Human		Table 2C	36.00	TEC	TEC_NM				8	32
CLSI12	MIC		NFR	Human	Human		Table 2B-5	3.00	TIC	TIC_NM					
CLSI12	MIC		ANA	Human	Human		Table 2J	4.00	TIC	TIC_NM				32	128
CLSI12	MIC		pae	Human	Human		Table 2B-1	2.00	TIC	TIC_NM				16	128
CLSI12	MIC		AC-	Human	Human		Table 2B-2	3.00	TIC	TIC_NM				16	128
CLSI12	MIC		NFR	Human	Human		Table 2B-5	3.00	TIC	TIC_NM				16	128
CLSI12	MIC		apl	Human	Human		Vet Table		TIL	TIL_NM				16	32
CLSI12	MIC		pam	Human	Human		Vet Table		TIL	TIL_NM				16	32
CLSI12	MIC		HA-	Human	Human		Table 2E	29.00	TLT	TLT_NM				4	16
CLSI12	MIC		spn	Human	Human		Table 2G	27.00	TLT	TLT_NM				1	4
CLSI12	MIC		STR	Human	Human		Table 2H-1		TLT	TLT_NM					
CLSI12	MIC		STA	Human	Human		Table 2C	46.00	TLT	TLT_NM				1	4
CLSI12	MIC		STA	Human	Human		Table 2C	68.00	TMP	TMP_NM				8	16
CLSI12	MIC		NFR	Human	Human		Table 2B-5	20.00	TOB	TOB_NM					
CLSI12	MIC		AC-	Human	Human		Table 2B-2	16.00	TOB	TOB_NM				4	16
CLSI12	MIC		NFR	Human	Human		Table 2B-5	20.00	TOB	TOB_NM				4	16
CLSI12	MIC		pae	Human	Human		Table 2B-1	15.00	TOB	TOB_NM				4	16
CLSI12	MIC		STA	Human	Human		Table 2C	42.00	TOB	TOB_NM				4	16
CLSI12	MIC		HA-	Human	Human		Table 2E	40.00	TVA	TVA_NM				1	
CLSI12	MIC		ngo	Human	Human		Table 2F	21.00	TVA	TVA_NM				0.25	
CLSI12	MIC		spn	Human	Human		Table 2G	39.00	TVA	TVA_NM				1	4
CLSI12	MIC		STR	Human	Human		Table 2H-1	20.00	TVA	TVA_NM				1	4
CLSI12	MIC		SVI	Human	Human		Table 2H-2	20.00	TVA	TVA_NM				1	4
CLSI12	MIC		NFR	Human	Human		Table 2B-5	6.00	TZP	TZP_NM					
CLSI12	MIC		ANA	Human	Human		Table 2J	8.00	TZP	TZP_NM				32	128
CLSI12	MIC		HA-	Human	Human		Table 2E	4.00	TZP	TZP_NM				1	2
CLSI12	MIC		pae	Human	Human		Table 2B-1	3.00	TZP	TZP_NM				16	128
CLSI12	MIC		AER	Human	Human		M45 Table 2		TZP	TZP_NM				16	128
CLSI12	MIC		PLE	Human	Human		M45 Table 2		TZP	TZP_NM				16	128
CLSI12	MIC		AC-	Human	Human		Table 2B-2	5.00	TZP	TZP_NM				16	128
CLSI12	MIC		NFR	Human	Human		Table 2B-5	6.00	TZP	TZP_NM				16	128
CLSI12	MIC		STA	Human	Human		Table 2C	9.00	TZP	TZP_NM				8	16
CLSI12	MIC		ABI	Human	Human		M45 Table 1		VAN	VAN_NM				1	
CLSI12	MIC		ban	Human	Human		M45 Table 16		VAN	VAN_NM					
CLSI12	MIC		BCS	Human	Human		M45 Table 3		VAN	VAN_NM				4	
CLSI12	MIC		COF	Human	Human		M45 Table 5		VAN	VAN_NM				2	
CLSI12	MIC		GCT	Human	Human		M45 Table 1		VAN	VAN_NM				1	
CLSI12	MIC		LAC	Human	Human		M45 Table 9		VAN	VAN_NM				2	16
CLSI12	MIC		sau	Human	Human		Table 2C		VAN	VAN_NM				2	16
CLSI12	MIC		snv	Human	Human		M45 Table 1		VAN	VAN_NM				1	
CLSI12	MIC		spn	Human	Human		Table 2G	25.00	VAN	VAN_NM				1	
CLSI12	MIC		STR	Human	Human		Table 2H-1	9.00	VAN	VAN_NM				1	
CLSI12	MIC		SVI	Human	Human		Table 2H-2	9.00	VAN	VAN_NM				1	
CLSI12	MIC		ENT	Human	Human		Table 2D	3.00	VAN	VAN_NM				4	32
CRG96	MIC		HA-	Human	Human				AMC	AMC_CM				1	4
CRG96	MIC		HA-	Human	Human				AMX	AMX_CM				1	4
CRG96	MIC		ngo	Human	Human				CIP	CIP_CM				0.064	2
CRG96	MIC		ngo	Human	Human				CTX	CTX_CM				0.25	0.5
CRG96	MIC		ngo	Human	Human				CXM	CXM_CM				0.25	2
CRG96	MIC		ngo	Human	Human				PEN	PEN_CM				0.25	2
CRG96	MIC		ngo	Human	Human				TCY	TCY_CM				1	8
CRG96	MIC		nme	Human	Human				CRO	CRO_CM				0.5	2
CRG96	MIC		nme	Human	Human				PEN	PEN_CM				0.064	2
CRG96	MIC		spn	Human	Human				CTX	CTX_CM				0.5	2
CRG96	MIC		spn	Human	Human				ERY	ERY_CM				0.25	1
CRG96	MIC		spn	Human	Human				IPM	IPM_CM				0.125	1
CRG96	MIC		spn	Human	Human				PEN	PEN_CM				0.064	2
CRG96	MIC		spn	Human	Human				SXT	SXT_CM				0.5	4
CRG96	MIC		spn	Human	Human				VAN	VAN_CM				1	2
CRG96	MIC		STA	Human	Human				PEN	PEN_CM				0.25	0.5
DIN04	MIC		ANA	Human	Human				PIP	PIP_DM				4	32
DIN04	MIC		hin	Human	Human				AMP	AMP_DM				1	4
DIN04	MIC		hin	Human	Human				AMX	AMX_DM				1	4
DIN04	DISK	10ug	STA	Human	Human				PEN	PEN_DD10	28	-	29		
DIN04	MIC		STA	Human	Human				PEN	PEN_DM				0.125	0.25
DIN04	MIC		STA	Human	Human				PNV	PNV_DM					
EUCST12	DISK	30ug	PS-	Human	Human			1.00	PIP	PIP_ED30	18	-	19		
EUCST12	DISK	30ug/6ug	PS-	Human	Human			2.00	TZP	TZP_ED30	18	-	19		
EUCST12	DISK	75ug	PS-	Human	Human			3.00	TIC	TIC_ED75	16	-	17		
EUCST12	DISK	75ug/10ug	PS-	Human	Human			4.00	TCC	TCC_ED75	16	-	17		
EUCST12	DISK	30ug	PS-	Human	Human			5.00	FEP	FEP_ED30	17	-	18		
EUCST12	DISK	10ug	PS-	Human	Human			6.00	CAZ	CAZ_ED10	15	-	16		
EUCST12	DISK	10ug	PS-	Human	Human			7.00	DOR	DOR_ED10	18	19-24	25		
EUCST12	DISK	10ug	PS-	Human	Human			8.00	IPM	IPM_ED10	16	17-19	20		
EUCST12	DISK	10ug	PS-	Human	Human			9.00	MEM	MEM_ED10	17	18-23	24		
EUCST12	DISK	30ug	PS-	Human	Human			10.00	ATM	ATM_ED30	15	16-49	50		
EUCST12	DISK	5ug	PS-	Human	Human			11.00	CIP	CIP_ED5	21	22-24	25		
EUCST12	DISK	5ug	PS-	Human	Human			12.00	LVX	LVX_ED5	16	17-19	20		
EUCST12	DISK	30ug	PS-	Human	Human			13.00	AMK	AMK_ED30	14	15-17	18		
EUCST12	DISK	10ug	PS-	Human	Human			14.00	GEN	GEN_ED10	14	-	15		
EUCST12	DISK	10ug	PS-	Human	Human			15.00	NET	NET_ED10	11	-	12		
EUCST12	DISK	10ug	PS-	Human	Human			16.00	TOB	TOB_ED10	15	-	16		
EUCST12	DISK	1.25ug/23.75ug	pma	Human	Human			17.00	SXT	SXT_ED1_2	15	-	16		
EUCST12	DISK	10ug	AC-	Human	Human			18.00	DOR	DOR_ED10	14	15-20	21		
EUCST12	DISK	10ug	AC-	Human	Human			19.00	IPM	IPM_ED10	16	17-22	23		
EUCST12	DISK	10ug	AC-	Human	Human			20.00	MEM	MEM_ED10	14	15-20	21		
EUCST12	DISK	5ug	AC-	Human	Human			21.00	CIP	CIP_ED5	20	-	21		
EUCST12	DISK	5ug	AC-	Human	Human			22.00	LVX	LVX_ED5	17	18-20	21		
EUCST12	DISK	30ug	AC-	Human	Human			23.00	AMK	AMK_ED30	14	15-17	18		
EUCST12	DISK	10ug	AC-	Human	Human			24.00	GEN	GEN_ED10	16	-	17		
EUCST12	DISK	10ug	AC-	Human	Human			25.00	NET	NET_ED10	15	-	16		
EUCST12	DISK	10ug	AC-	Human	Human			26.00	TOB	TOB_ED10	16	-	17		
EUCST12	DISK	1.25ug/23.75ug	AC-	Human	Human			27.00	SXT	SXT_ED1_2	12	13-15	16		
EUCST12	DISK	1 unit	STA	Human	Human			28.00	PEN	PEN_ED1	25	-	26		
EUCST12	DISK	2ug	sap	Human	Human			29.00	AMP	AMP_ED2	14	-	15		
EUCST12	DISK	30ug	sau	Human	Human			30.00	FOX	FOX_ED30	21	-	22		
EUCST12	DISK	30ug	SCN	Human	Human			31.00	FOX	FOX_ED30	24	-	25		
EUCST12	DISK	5ug	STA	Human	Human			32.00	CIP	CIP_ED5	19	-	20		
EUCST12	DISK	5ug	STA	Human	Human			33.00	LVX	LVX_ED5	18	19-21	22		
EUCST12	DISK	5ug	STA	Human	Human			34.00	MFX	MFX_ED5	20	21-23	24		
EUCST12	DISK	10ug	STA	Human	Human			35.00	NOR	NOR_ED10	16	-	17		
EUCST12	DISK	5ug	STA	Human	Human			36.00	OFX	OFX_ED5	19	-	20		
EUCST12	DISK	30ug	sau	Human	Human			37.00	AMK	AMK_ED30	15	16-17	18		
EUCST12	DISK	30ug	SCN	Human	Human			38.00	AMK	AMK_ED30	18	19-21	22		
EUCST12	DISK	10ug	STA	Human	Human			39.00	GEN	GEN_ED10	17	-	18		
EUCST12	DISK	10ug	SCN	Human	Human			40.00	GEN	GEN_ED10	21	-	22		
EUCST12	DISK	10ug	sau	Human	Human			41.00	NET	NET_ED10	17	-	18		
EUCST12	DISK	10ug	SCN	Human	Human			42.00	NET	NET_ED10	21	-	22		
EUCST12	DISK	10ug	sau	Human	Human			43.00	TOB	TOB_ED10	17	-	18		
EUCST12	DISK	10ug	SCN	Human	Human			44.00	TOB	TOB_ED10	21	-	22		
EUCST12	DISK	15ug	STA	Human	Human			45.00	ERY	ERY_ED15	17	18-20	21		
EUCST12	DISK	2ug	STA	Human	Human			46.00	CLI	CLI_ED2	18	19-21	22		
EUCST12	DISK	15ug	STA	Human	Human			47.00	QDA	QDA_ED15	17	18-20	21		
EUCST12	DISK	30ug	STA	Human	Human			48.00	MNO	MNO_ED30	19	20-22	23		
EUCST12	DISK	30ug	STA	Human	Human			49.00	TCY	TCY_ED30	18	19-21	22		
EUCST12	DISK	15ug	STA	Human	Human			50.00	TGC	TGC_ED15	17	-	18		
EUCST12	DISK	30ug	STA	Human	Human			51.00	CHL	CHL_ED30	17	-	18		
EUCST12	DISK	10ug	STA	Human	Human			52.00	FUS	FUS_ED10	23	-	24		
EUCST12	DISK	10ug	STA	Human	Human			53.00	LNZ	LNZ_ED10	18	-	19		
EUCST12	DISK	200ug	STA	Human	Human			54.00	MUP	MUP_ED200	17	18-29	30		
EUCST12	DISK	100ug	sap	Human	Human	UTI only		55.00	NIT	NIT_ED100	12	-	13		
EUCST12	DISK	5ug	STA	Human	Human			56.00	RIF	RIF_ED5	22	23-25	26		
EUCST12	DISK	5ug	STA	Human	Human	UTI only		57.00	TMP	TMP_ED5	13	14-16	17		
EUCST12	DISK	1.25ug/23.75ug	STA	Human	Human			58.00	SXT	SXT_ED1_2	13	14-16	17		
EUCST12	DISK	2ug	ENT	Human	Human			59.00	AMP	AMP_ED2	7	-	10		
EUCST12	DISK	10ug	ENT	Human	Human			60.00	IPM	IPM_ED10	17	18-20	21		
EUCST12	DISK	30ug	ENT	Human	Human			61.00	GEN	GEN_ED30	7	-	8		
EUCST12	DISK	300ug	ENT	Human	Human			62.00	STR	STR_ED300	18	-	19		
EUCST12	DISK	30ug	ENT	Human	Human			63.00	TEC	TEC_ED30	15	-	16		
EUCST12	DISK	5ug	ENT	Human	Human			64.00	VAN	VAN_ED5	11	-	12		
EUCST12	DISK	15ug	ENT	Human	Human			65.00	QDA	QDA_ED15	19	20-21	22		
EUCST12	DISK	15ug	ENT	Human	Human			66.00	TGC	TGC_ED15	14	15-17	18		
EUCST12	DISK	10ug	ENT	Human	Human			67.00	LNZ	LNZ_ED10	18	-	19		
EUCST12	DISK	100ug	efa	Human	Human	UTI only		68.00	NIT	NIT_ED100	14	-	15		
EUCST12	DISK	5ug	ENT	Human	Human	UTI only		69.00	TMP	TMP_ED5	20	21-49	50		
EUCST12	DISK	1.25ug/23.75ug	ENT	Human	Human			70.00	SXT	SXT_ED1_2	20	21-49	50		
EUCST12	DISK	1 unit	BS-	Human	Human			71.00	PEN	PEN_ED1	17	-	18		
EUCST12	DISK	5ug	BS-	Human	Human			72.00	LVX	LVX_ED5	14	15-17	18		
EUCST12	DISK	5ug	BS-	Human	Human			73.00	MFX	MFX_ED5	14	15-17	18		
EUCST12	DISK	10ug	BS-	Human	Human			74.00	NOR	NOR_ED10	11	-	12		
EUCST12	DISK	30ug	BS-	Human	Human			75.00	TEC	TEC_ED30	14	-	15		
EUCST12	DISK	5ug	BS-	Human	Human			76.00	VAN	VAN_ED5	12	-	13		
EUCST12	DISK	15ug	BS-	Human	Human			77.00	ERY	ERY_ED15	17	18-20	21		
EUCST12	DISK	15ug	BS-	Human	Human			78.00	TLT	TLT_ED15	18	19-21	22		
EUCST12	DISK	2ug	BS-	Human	Human			79.00	CLI	CLI_ED2	16	-	17		
EUCST12	DISK	30ug	BS-	Human	Human			80.00	MNO	MNO_ED30	19	20-22	23		
EUCST12	DISK	30ug	BS-	Human	Human			81.00	TCY	TCY_ED30	19	20-22	23		
EUCST12	DISK	15ug	BS-	Human	Human			82.00	TGC	TGC_ED15	15	16-18	19		
EUCST12	DISK	30ug	BS-	Human	Human			83.00	CHL	CHL_ED30	20	-	21		
EUCST12	DISK	10ug	BS-	Human	Human			84.00	LNZ	LNZ_ED10	15	16-18	19		
EUCST12	DISK	100ug	bsb	Human	Human	UTI only		85.00	NIT	NIT_ED100	14	-	15		
EUCST12	DISK	5ug	BS-	Human	Human			86.00	RIF	RIF_ED5	14	15-20	21		
EUCST12	DISK	1.25ug/23.75ug	BS-	Human	Human			87.00	SXT	SXT_ED1_2	14	15-17	18		
EUCST12	DISK	2ug	spn	Human	Human			88.00	AMP	AMP_ED2	19	20-22	23		
EUCST12	DISK	1ug	spn	Human	Human			89.00	OXA	OXA_ED1	19	-	20		
EUCST12	DISK	30ug	spn	Human	Human			90.00	CEC	CEC_ED30	27	28-49	50		
EUCST12	DISK	5ug	spn	Human	Human			91.00	CIP	CIP_ED5	17	18-49	50		
EUCST12	DISK	5ug	spn	Human	Human			92.00	LVX	LVX_ED5	18	-	19		
EUCST12	DISK	5ug	spn	Human	Human			93.00	MFX	MFX_ED5	21	-	22		
EUCST12	DISK	10ug	spn	Human	Human			94.00	NOR	NOR_ED10	11	-	12		
EUCST12	DISK	5ug	spn	Human	Human			95.00	OFX	OFX_ED5	14	15-49	50		
EUCST12	DISK	30ug	spn	Human	Human			96.00	TEC	TEC_ED30	17	-	18		
EUCST12	DISK	5ug	spn	Human	Human			97.00	VAN	VAN_ED5	15	-	16		
EUCST12	DISK	15ug	spn	Human	Human			98.00	ERY	ERY_ED15	18	19-21	22		
EUCST12	DISK	15ug	spn	Human	Human			99.00	TLT	TLT_ED15	21	22-24	25		
EUCST12	DISK	2ug	spn	Human	Human			100.00	CLI	CLI_ED2	18	-	19		
EUCST12	DISK	30ug	spn	Human	Human			101.00	MNO	MNO_ED30	20	21-23	24		
EUCST12	DISK	30ug	spn	Human	Human			102.00	TCY	TCY_ED30	19	20-22	23		
EUCST12	DISK	30ug	spn	Human	Human			103.00	CHL	CHL_ED30	20	-	21		
EUCST12	DISK	10ug	spn	Human	Human			104.00	LNZ	LNZ_ED10	18	19-21	22		
EUCST12	DISK	5ug	spn	Human	Human			105.00	RIF	RIF_ED5	16	17-21	22		
EUCST12	DISK	1.25ug/23.75ug	spn	Human	Human			106.00	SXT	SXT_ED1_2	14	15-17	18		
EUCST12	DISK	1 unit	SVI	Human	Human			107.00	PEN	PEN_ED1	11	12-17	18		
EUCST12	DISK	1 unit	SVI	Human	Human			108.00	PEN	PEN_ED1	17	-	18		
EUCST12	DISK	2ug	SVI	Human	Human			109.00	AMP	AMP_ED2	14	15-20	21		
EUCST12	DISK	30ug	SVI	Human	Human			110.00	FEP	FEP_ED30	24	-	25		
EUCST12	DISK	5ug	SVI	Human	Human			111.00	CTX	CTX_ED5	22	-	23		
EUCST12	DISK	30ug	SVI	Human	Human			112.00	CRO	CRO_ED30	26	-	27		
EUCST12	DISK	30ug	SVI	Human	Human			113.00	CXM	CXM_ED30	25	-	26		
EUCST12	DISK	10ug	SVI	Human	Human			114.00	DOR	DOR_ED10	24	-	25		
EUCST12	DISK	10ug	SVI	Human	Human			115.00	ETP	ETP_ED10	21	-	22		
EUCST12	DISK	10ug	SVI	Human	Human			116.00	IPM	IPM_ED10	29	-	30		
EUCST12	DISK	10ug	SVI	Human	Human			117.00	MEM	MEM_ED10	24	-	25		
EUCST12	DISK	30ug	SVI	Human	Human			118.00	TEC	TEC_ED30	15	-	16		
EUCST12	DISK	5ug	SVI	Human	Human			119.00	VAN	VAN_ED5	14	-	15		
EUCST12	DISK	2ug	SVI	Human	Human			120.00	CLI	CLI_ED2	18	-	19		
EUCST12	DISK	1 unit	hin	Human	Human			121.00	PEN	PEN_ED1	11	-	12		
EUCST12	DISK	2ug	hin	Human	Human			122.00	AMP	AMP_ED2	15	-	16		
EUCST12	DISK	2ug/1ug	hin	Human	Human			123.00	AMC	AMC_ED2	16	-	17		
EUCST12	DISK	30ug	hin	Human	Human			124.00	FEP	FEP_ED30	26	-	27		
EUCST12	DISK	5ug	hin	Human	Human			125.00	CFR	CFR_ED5	24	-	25		
EUCST12	DISK	5ug	hin	Human	Human			126.00	CTX	CTX_ED5	25	-	26		
EUCST12	DISK	10ug	hin	Human	Human			127.00	CPD	CPD_ED10	22	23-25	26		
EUCST12	DISK	30ug	hin	Human	Human			128.00	CTB	CTB_ED30	24	-	25		
EUCST12	DISK	30ug	hin	Human	Human			129.00	CRO	CRO_ED30	29	-	30		
EUCST12	DISK	30ug	hin	Human	Human			130.00	CXM	CXM_ED30	24	25-25	26		
EUCST12	DISK	30ug	hin	Human	Human			131.00	CXA	CXA_ED30	25	26-49	50		
EUCST12	DISK	10ug	hin	Human	Human			132.00	DOR	DOR_ED10	19	-	20		
EUCST12	DISK	10ug	hin	Human	Human			133.00	ETP	ETP_ED10	19	-	20		
EUCST12	DISK	10ug	hin	Human	Human			134.00	IPM	IPM_ED10	19	-	20		
EUCST12	DISK	10ug	hin	Human	Human	Other infections		135.00	MEM	MEM_ED10	19	-	20		
EUCST12	DISK	5ug	hin	Human	Human			136.00	CIP	CIP_ED5	25	-	26		
EUCST12	DISK	5ug	hin	Human	Human			137.00	LVX	LVX_ED5	25	-	26		
EUCST12	DISK	5ug	hin	Human	Human			138.00	MFX	MFX_ED5	24	-	25		
EUCST12	DISK	30ug	hin	Human	Human			139.00	NAL	NAL_ED30	22	-	23		
EUCST12	DISK	5ug	hin	Human	Human			140.00	OFX	OFX_ED5	22	-	23		
EUCST12	DISK	15ug	hin	Human	Human			141.00	ERY	ERY_ED15	9	10-49	50		
EUCST12	DISK	15ug	hin	Human	Human			142.00	TLT	TLT_ED15	11	12-49	50		
EUCST12	DISK	30ug	hin	Human	Human			143.00	MNO	MNO_ED30	20	21-23	24		
EUCST12	DISK	30ug	hin	Human	Human			144.00	TCY	TCY_ED30	21	22-24	25		
EUCST12	DISK	30ug	hin	Human	Human			145.00	CHL	CHL_ED30	27	-	28		
EUCST12	DISK	5ug	hin	Human	Human	Prophylaxis		146.00	RIF	RIF_ED5	17	-	18		
EUCST12	DISK	1.25ug/23.75ug	hin	Human	Human			147.00	SXT	SXT_ED1_2	19	20-22	23		
EUCST12	DISK	2ug/1ug	bca	Human	Human			148.00	AMC	AMC_ED2	18	-	19		
EUCST12	DISK	30ug	bca	Human	Human			149.00	FEP	FEP_ED30	19	-	20		
EUCST12	DISK	5ug	bca	Human	Human			150.00	CFR	CFR_ED5	17	18-20	21		
EUCST12	DISK	5ug	bca	Human	Human			151.00	CTX	CTX_ED5	16	17-19	20		
EUCST12	DISK	30ug	bca	Human	Human			152.00	CRO	CRO_ED30	20	21-23	24		
EUCST12	DISK	30ug	bca	Human	Human			153.00	CXM	CXM_ED30	17	18-20	21		
EUCST12	DISK	30ug	bca	Human	Human			154.00	CXA	CXA_ED30	20	21-49	50		
EUCST12	DISK	10ug	bca	Human	Human			155.00	DOR	DOR_ED10	29	-	30		
EUCST12	DISK	10ug	bca	Human	Human			156.00	ETP	ETP_ED10	28	-	29		
EUCST12	DISK	10ug	bca	Human	Human			157.00	IPM	IPM_ED10	28	-	29		
EUCST12	DISK	10ug	bca	Human	Human			158.00	MEM	MEM_ED10	32	-	33		
EUCST12	DISK	5ug	bca	Human	Human			159.00	CIP	CIP_ED5	22	-	23		
EUCST12	DISK	5ug	bca	Human	Human			160.00	LVX	LVX_ED5	22	-	23		
EUCST12	DISK	5ug	bca	Human	Human			161.00	MFX	MFX_ED5	22	-	23		
EUCST12	DISK	30ug	bca	Human	Human			162.00	NAL	NAL_ED30	22	-	23		
EUCST12	DISK	5ug	bca	Human	Human			163.00	OFX	OFX_ED5	24	-	25		
EUCST12	DISK	15ug	bca	Human	Human			164.00	ERY	ERY_ED15	19	20-22	23		
EUCST12	DISK	15ug	bca	Human	Human			165.00	TLT	TLT_ED15	19	20-22	23		
EUCST12	DISK	30ug	bca	Human	Human			166.00	MNO	MNO_ED30	21	22-24	25		
EUCST12	DISK	30ug	bca	Human	Human			167.00	TCY	TCY_ED30	24	25-27	28		
EUCST12	DISK	30ug	bca	Human	Human			168.00	CHL	CHL_ED30	29	-	30		
EUCST12	DISK	1.25ug/23.75ug	bca	Human	Human			169.00	SXT	SXT_ED1_2	14	15-17	18		
EUCST12	DISK	2ug	lmo	Human	Human			170.00	AMP	AMP_ED2	15	-	16		
EUCST12	DISK	1 unit	lmo	Human	Human			171.00	PEN	PEN_ED1	12	-	13		
EUCST12	DISK	15ug	lmo	Human	Human			172.00	ERY	ERY_ED15	24	-	25		
EUCST12	DISK	10ug	lmo	Human	Human			173.00	MEM	MEM_ED10	25	-	26		
EUCST12	DISK	1.25ug/23.75ug	lmo	Human	Human			174.00	SXT	SXT_ED1_2	28	-	29		
EUCST12	MIC		PS-	Human	Human			1.00	PIP	PIP_EM				16	32
EUCST12	MIC		PS-	Human	Human			2.00	TZP	TZP_EM				16	32
EUCST12	MIC		PS-	Human	Human			3.00	TIC	TIC_EM				16	32
EUCST12	MIC		PS-	Human	Human			4.00	TCC	TCC_EM				16	32
EUCST12	MIC		PS-	Human	Human			5.00	FEP	FEP_EM				8	16
EUCST12	MIC		PS-	Human	Human			6.00	CAZ	CAZ_EM				8	16
EUCST12	MIC		PS-	Human	Human			7.00	DOR	DOR_EM				1	8
